12/6/2018 3:51,YASSSSS I  got my #GiveJoyGetJoy from #Kohls love my Authentic American Heritage socks #GiveKohlsCozy #KohlsCash https://t.co/b7aQwP40Iz,,
12/6/2018 3:12,@silver_fox9 @Kohls @KohlsNews Apparently one must be a driver to shop at #Kohls.  @KohlsNews,,
12/6/2018 2:22,#Kohls #clearance in just one click https://t.co/a6pWc8IMBO check out the awesome #Deals,,
12/6/2018 2:10,Casual yet Chic #holidayoutfitidea turtleneck Apt9 blazer @JLo Jean's @rockandrepublic all fr @Kohls #kohls Afforda… https://t.co/UMALAslM6B,,
12/5/2018 23:00,Come on @Kohls I ordered my luggage received the wrong item,,
12/5/2018 22:44,#kohls quote of the day...,,
12/5/2018 21:23,#kohls online pickup ridiculous,,
12/5/2018 20:59,Yeah buddy! Just used my free Kohl's cash from @influenster for what little cuddly and warm Christmas presents I ca… https://t.co/yJsicKt2nZ,,
12/5/2018 20:50,I left a #Kohls store.,,
12/5/2018 20:48,Ridiculous! As much money as I spend in @Kohls 🙄🙄🙄🙄 #kohls they had the nerve to mail shoes with security tags on i… https://t.co/YGP5QxDKa2,,
12/5/2018 20:42,#kohls @kohls will not accept my passport!!!! only a Driver's licences.  Do you know what it takes to get a passpor… https://t.co/QThAGVCbkX,,
12/5/2018 19:26,The gifts from the #Kohls Holiday Pop-Up are all we want to shop right now. https://t.co/LbsAnd2UXK,,
12/5/2018 19:13,$10 and Under Gift Ideas: Up to 80% off + an Extra 25% off + Earn Kohl's Cash #kohls https://t.co/zOOoX4PlKw,,
12/5/2018 18:24,#Kohls sucks.  They couldn't track my order.  On Friday a supervisor PROMISED PROMISED,,
12/5/2018 18:07,For #Kohls #clearance in just one click https://t.co/a6pWc8IMBO check out the awesome #Deals,,
12/5/2018 18:00,Going to be in NYC December 6th and 7th? Visit @Kohls #GiveJoyShop and step into our larger-than-life snow globe fo… https://t.co/VgYBLWH3Cj,,
12/5/2018 17:44,@SaraCivian That is how I got my wife! In 1985 I signed her to a 70 year300,,
12/5/2018 16:23,Thanks for ruining my morning with your “glitch” charges @Kohls. It’s been a fun 2 weeks placing an order with you.… https://t.co/SqYjJZBOx4,,
12/5/2018 13:15,I am loving my new foil eyes pallete merry christmas to me!❤🎁🎄 thank you @Influenster and @kohls,,
12/5/2018 12:43,@kohls is no winner to me. It removed items from my cart at checkout saying they were no longer available.  I lite… https://t.co/Fp2AWu8VWU,,
12/5/2018 11:08,#Kohls your Kohl’https://t.co/TFOZefOq9f customer service is terrible. Please invest in the call back feature when… https://t.co/gtGKfKx6Ih,,
12/5/2018 8:31,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Jnc650closet #poshmark #fashion… https://t.co/vIpRzjSaP6,,
12/5/2018 7:32,Check out Mother-of-Pearl &amp; Crystal Silver-Plated Necklace &amp; Drop Earring Set  #Kohls https://t.co/7Svq5jq1X8 via @eBay,,
12/5/2018 7:13,I snagged some #verawang sheets on #blackfriday for $50 at #kohls and I'm #inlove. #spoiled #heaven #holidays,,
12/5/2018 4:53,How to use #Kohls coupons: 6 hacks to know before you shop! 🛒 https://t.co/h4fV3y4Yrf https://t.co/rgzI0OpMhj,,
12/5/2018 4:10,Snap a #free #picture with #Santa this #weekend at #KOHLS 🎅🎄,,
12/5/2018 2:56,Score for the perfect gift for my dino loving kiddo! #kohls #influenster #kohlscash https://t.co/KnqvXweIah,,
12/5/2018 2:47,Lovin my new warm fuzzy slippers. Hugs to #Influenster &amp; #Kohls for my gift!,,
12/5/2018 2:22,#Kohls #clearance in just one click https://t.co/a6pWc8IMBO check out the awesome #Deals,,
12/5/2018 2:13,love this Noel ladder #kohls #givejoy https://t.co/M5sDpQr1zD,,
12/4/2018 23:27,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @TMDClearance #poshmark #fashion… https://t.co/gN9r4LvuhB,,
12/4/2018 22:50,@Kohls part of me order was cancelled despite the item still being in stock on the website.  This order was because… https://t.co/ukQxg8912s,,
12/4/2018 22:28,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/IEu1idtxPG,,
12/4/2018 22:24,A little gift to myself this Christmas from @Kohls using my KohlsCash from @influenster. Adidas is my all time favo… https://t.co/HUcTkvIifL,,
12/4/2018 22:00,On days I don’t have to wear blazers ;) #kohls #lovemesomesweaters #hellowinter https://t.co/lfPSUybxJs,,
12/4/2018 21:35,Thank you #Influenster I revived these free to review through their #KohlsCash virtual voxbox one was broken and… https://t.co/5APStfyB7z,,
12/4/2018 21:30,The Big One solid bath towels under $3 at Kohl's: https://t.co/mfNyDseM53 #Kohls #deals https://t.co/bqplSx0MkE,,
